Year,Month,VALUE,Datetime_EOM,C2VSim_Date,Sensor
2020,6,123.57,2020-06-30,06/30/2020_24:00,6
2020,7,123.76225806451613,2020-07-31,07/31/2020_24:00,6
2020,8,123.50774193548386,2020-08-31,08/31/2020_24:00,6
2020,9,123.41166666666666,2020-09-30,09/30/2020_24:00,6
2020,10,123.2174193548387,2020-10-31,10/31/2020_24:00,6
2020,11,123.845,2020-11-30,11/30/2020_24:00,6
2020,12,123.53483870967742,2020-12-31,12/31/2020_24:00,6
2021,1,123.37516129032258,2021-01-31,01/31/2021_24:00,6
2021,2,123.71571428571428,2021-02-28,02/28/2021_24:00,6
2021,3,123.89096774193548,2021-03-31,03/31/2021_24:00,6
2021,4,123.82266666666666,2021-04-30,04/30/2021_24:00,6
2021,5,123.58193548387096,2021-05-31,05/31/2021_24:00,6
2021,6,123.74172413793103,2021-06-30,06/30/2021_24:00,6
2021,7,123.60806451612903,2021-07-31,07/31/2021_24:00,6
