STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS,Datetime
MDO,M,15,STORAGE,19750801 0000,19750831 0000,19900.0,,AF,1975-08-01
MDO,M,15,STORAGE,19750901 0000,19750930 0000,20700.0,,AF,1975-09-01
MDO,M,15,STORAGE,19751001 0000,19751031 0000,17700.0,,AF,1975-10-01
MDO,M,15,STORAGE,19751101 0000,19751130 0000,13000.0,,AF,1975-11-01
MDO,M,15,STORAGE,19751201 0000,19751231 0000,21200.0,,AF,1975-12-01
MDO,M,15,STORAGE,19760101 0000,19760131 0000,19600.0,,AF,1976-01-01
MDO,M,15,STORAGE,19760201 0000,19760229 0000,19500.0,,AF,1976-02-01
MDO,M,15,STORAGE,19760301 0000,19760331 0000,15970.0,,AF,1976-03-01
MDO,M,15,STORAGE,19760401 0000,19760430 0000,22800.0,,AF,1976-04-01
MDO,M,15,STORAGE,19760501 0000,19760531 0000,14890.0,,AF,1976-05-01
MDO,M,15,STORAGE,19760601 0000,19760630 0000,16070.0,,AF,1976-06-01
MDO,M,15,STORAGE,19760701 0000,19760731 0000,17500.0,,AF,1976-07-01
MDO,M,15,STORAGE,19760801 0000,19760831 0000,12950.0,,AF,1976-08-01
MDO,M,15,STORAGE,19761101 0000,19761130 0000,10950.0,,AF,1976-11-01
MDO,M,15,STORAGE,19761201 0000,19761231 0000,22980.0,,AF,1976-12-01
MDO,M,15,STORAGE,19770101 0000,19770131 0000,24490.0,,AF,1977-01-01
MDO,M,15,STORAGE,19770201 0000,19770301 0000,22180.0,,AF,1977-02-01
MDO,M,15,STORAGE,19770301 0000,19770331 0000,15340.0,,AF,1977-03-01
MDO,M,15,STORAGE,19770401 0000,19770430 0000,24380.0,,AF,1977-04-01
MDO,M,15,STORAGE,19770501 0000,19770531 0000,15100.0,,AF,1977-05-01
MDO,M,15,STORAGE,19770601 0000,19770630 0000,17460.0,,AF,1977-06-01
MDO,M,15,STORAGE,19770701 0000,19770731 0000,12500.0,,AF,1977-07-01
MDO,M,15,STORAGE,19770801 0000,19770831 0000,5270.0,,AF,1977-08-01
MDO,M,15,STORAGE,19771001 0000,19771031 0000,8580.0,,AF,1977-10-01
MDO,M,15,STORAGE,19771101 0000,19771130 0000,8630.0,,AF,1977-11-01
MDO,M,15,STORAGE,19771201 0000,19771231 0000,15320.0,,AF,1977-12-01
MDO,M,15,STORAGE,19780101 0000,19780131 0000,17090.0,,AF,1978-01-01
MDO,M,15,STORAGE,19780201 0000,19780301 0000,21800.0,,AF,1978-02-01
MDO,M,15,STORAGE,19780301 0000,19780331 0000,21400.0,,AF,1978-03-01
MDO,M,15,STORAGE,19780401 0000,19780430 0000,23610.0,,AF,1978-04-01
MDO,M,15,STORAGE,19780501 0000,19780531 0000,22930.0,,AF,1978-05-01
MDO,M,15,STORAGE,19780601 0000,19780630 0000,17450.0,,AF,1978-06-01
MDO,M,15,STORAGE,19780701 0000,19780731 0000,16580.0,,AF,1978-07-01
MDO,M,15,STORAGE,19780801 0000,19780831 0000,17740.0,,AF,1978-08-01
MDO,M,15,STORAGE,19780901 0000,19780930 0000,10880.0,,AF,1978-09-01
MDO,M,15,STORAGE,19781001 0000,19781031 0000,18050.0,,AF,1978-10-01
MDO,M,15,STORAGE,19781101 0000,19781130 0000,19350.0,,AF,1978-11-01
MDO,M,15,STORAGE,19781201 0000,19781231 0000,21800.0,,AF,1978-12-01
MDO,M,15,STORAGE,19790101 0000,19790131 0000,19300.0,,AF,1979-01-01
MDO,M,15,STORAGE,19790201 0000,19790301 0000,18680.0,,AF,1979-02-01
MDO,M,15,STORAGE,19790301 0000,19790331 0000,20900.0,,AF,1979-03-01
MDO,M,15,STORAGE,19790401 0000,19790430 0000,21160.0,,AF,1979-04-01
MDO,M,15,STORAGE,19790501 0000,19790531 0000,17090.0,,AF,1979-05-01
MDO,M,15,STORAGE,19790601 0000,19790630 0000,18120.0,,AF,1979-06-01
MDO,M,15,STORAGE,19790701 0000,19790731 0000,24710.0,,AF,1979-07-01
MDO,M,15,STORAGE,19790801 0000,19790831 0000,20440.0,,AF,1979-08-01
MDO,M,15,STORAGE,19790901 0000,19790930 0000,16070.0,,AF,1979-09-01
MDO,M,15,STORAGE,19791001 0000,19791031 0000,17090.0,,AF,1979-10-01
MDO,M,15,STORAGE,19791101 0000,19791130 0000,23000.0,,AF,1979-11-01
MDO,M,15,STORAGE,19791201 0000,19791231 0000,22950.0,,AF,1979-12-01
MDO,M,15,STORAGE,19800101 0000,19800131 0000,23500.0,,AF,1980-01-01
MDO,M,15,STORAGE,19800201 0000,19800229 0000,22200.0,,AF,1980-02-01
MDO,M,15,STORAGE,19800301 0000,19800331 0000,19660.0,,AF,1980-03-01
MDO,M,15,STORAGE,19800401 0000,19800430 0000,18360.0,,AF,1980-04-01
MDO,M,15,STORAGE,19800501 0000,19800531 0000,18550.0,,AF,1980-05-01
MDO,M,15,STORAGE,19800601 0000,19800630 0000,18770.0,,AF,1980-06-01
MDO,M,15,STORAGE,19800701 0000,19800731 0000,14650.0,,AF,1980-07-01
MDO,M,15,STORAGE,19800801 0000,19800831 0000,15800.0,,AF,1980-08-01
MDO,M,15,STORAGE,19800901 0000,19800930 0000,21610.0,,AF,1980-09-01
MDO,M,15,STORAGE,19801001 0000,19801031 0000,14500.0,,AF,1980-10-01
MDO,M,15,STORAGE,19801101 0000,19801130 0000,12400.0,,AF,1980-11-01
MDO,M,15,STORAGE,19801201 0000,19801231 0000,22700.0,,AF,1980-12-01
MDO,M,15,STORAGE,19810101 0000,19810131 0000,23810.0,,AF,1981-01-01
MDO,M,15,STORAGE,19810201 0000,19810301 0000,21300.0,,AF,1981-02-01
MDO,M,15,STORAGE,19810301 0000,19810331 0000,23080.0,,AF,1981-03-01
MDO,M,15,STORAGE,19810401 0000,19810430 0000,25520.0,,AF,1981-04-01
MDO,M,15,STORAGE,19810501 0000,19810531 0000,15820.0,,AF,1981-05-01
MDO,M,15,STORAGE,19810601 0000,19810630 0000,17230.0,,AF,1981-06-01
MDO,M,15,STORAGE,19810701 0000,19810731 0000,18320.0,,AF,1981-07-01
MDO,M,15,STORAGE,19810801 0000,19810831 0000,15390.0,,AF,1981-08-01
MDO,M,15,STORAGE,19810901 0000,19810930 0000,11000.0,,AF,1981-09-01
MDO,M,15,STORAGE,19811001 0000,19811031 0000,9430.0,,AF,1981-10-01
MDO,M,15,STORAGE,19811101 0000,19811130 0000,15130.0,,AF,1981-11-01
MDO,M,15,STORAGE,19811201 0000,19811231 0000,21200.0,,AF,1981-12-01
MDO,M,15,STORAGE,19820101 0000,19820131 0000,19130.0,,AF,1982-01-01
MDO,M,15,STORAGE,19820201 0000,19820301 0000,17940.0,,AF,1982-02-01
MDO,M,15,STORAGE,19820301 0000,19820331 0000,23500.0,,AF,1982-03-01
MDO,M,15,STORAGE,19820401 0000,19820430 0000,22580.0,,AF,1982-04-01
MDO,M,15,STORAGE,19820501 0000,19820531 0000,24270.0,,AF,1982-05-01
MDO,M,15,STORAGE,19820601 0000,19820630 0000,26090.0,,AF,1982-06-01
MDO,M,15,STORAGE,19820801 0000,19820831 0000,23830.0,,AF,1982-08-01
